,observation_id,endemic,binomial_name,code,image_path,class_id
69,55375639,False,Bothrops alternatus,BR,88173111.jpg,221
70,54545055,False,Bothrops bilineatus,GF,86795779.jpg,225
71,64239441,False,Corallus hortulana,PE,103243723.jpg,385
72,215608,False,Ophiophagus hannah,HK,271907.jpg,1190
73,43671930,False,Laticauda colubrina,TH,69257599.jpg,887
74,43671930,False,Laticauda colubrina,TH,69257641.jpg,887
75,530690,True,Malpolon insignitus,LB,683624.JPG,1006
76,103283031,False,Coronella girondica,PT,172818791.jpg,388
77,103283031,False,Coronella girondica,PT,172818811.jpg,388
78,68349662,False,Philothamnus semivariegatus,ZW,110647568.jpg,1280
79,69123934,False,Dendroaspis polylepis,BW,112094451.jpeg,512
80,64462729,True,Micrurus diastema,BZ,103640960.jpeg,1052
81,19295821,False,Crotalus willardi,US,29659000.jpg,443
82,19295825,False,Crotalus willardi,US,29659008.jpg,443
83,71580510,False,Imantodes cenchoa,BZ,116562115.jpg,842
84,71580510,False,Imantodes cenchoa,BZ,116562651.jpg,842
85,69713021,False,Bothrops atrox,VE,113177770.jpg,224
86,71585469,False,Lampropeltis abnorma,BZ,116571190.jpg,859
87,71585469,False,Lampropeltis abnorma,BZ,116571508.jpg,859
88,71585652,False,Leptodeira polysticta,BZ,116571725.jpg,903
89,55011625,True,Mimophis mahfalensis,MG,87563812.jpg,1084
90,64057714,False,Tropidolaemus wagleri,MY,102919227.jpg,1714
91,65284568,False,Pseudaspis cana,BW,105047548.jpg,1369
92,38663412,False,Micrurus lemniscatus,EC,61481534.jpg,1066
93,33024832,False,Boa constrictor,TT,51835496.jpg,166
94,78577501,False,Eunectes murinus,BR,128612914.jpg,694
95,78577522,False,Dipsas catesbyi,BR,128613457.jpg,540
96,78577522,False,Dipsas catesbyi,BR,128613481.jpg,540
97,78577522,False,Dipsas catesbyi,BR,128613690.jpg,540
98,97721331,False,Ninia sebae,GT,162563622.jpg,1156
99,1941470,False,Ophiophagus hannah,SG,2377109.jpg,1190
100,67199930,True,Vipera ursinii,FR,108513148.jpg,1749
101,19010985,False,Dolichophis caspius,BG,29153932.jpg,563
102,28807486,False,Oxybelis aeneus,CR,44930487.jpg,1205
103,68955932,False,Vipera ammodytes,GR,111783660.jpeg,1734
104,104055175,False,Ophiophagus hannah,TH,174301029.jpg,1190
105,68505240,False,Coronella austriaca,HR,110940867.jpg,387
106,100130032,False,Leptodeira annulata,CR,167078687.jpg,896
107,527265,False,Elaphe dione,KG,670882.JPG,615
108,71673102,False,Drymobius margaritiferus,BZ,116725534.jpg,573
109,8291763,False,Dispholidus typus,KE,11001704.jpg,562
110,102420572,False,Natrix natrix,HR,171202381.jpeg,1137
111,19295826,False,Crotalus willardi,US,29659026.jpg,443
112,19295827,False,Crotalus willardi,US,29659020.jpg,443
113,34104569,False,Corallus hortulana,BO,53633016.jpeg,385
114,44691278,False,Crotalus simus,SV,70854715.jpg,431
115,44691281,False,Leptodeira nigrofasciata,SV,70854736.jpg,901
116,44691281,False,Leptodeira nigrofasciata,SV,70854743.jpg,901
117,44691283,False,Trimorphodon quadruplex,SV,70854753.jpg,1700
118,14689908,False,Python natalensis,ZW,21901267.jpg,1422
119,3632608,False,Eunectes notaeus,PY,4198178.jpg,695
120,32373772,False,Phrynonax poecilonotus,PE,50767740.jpg,1286
121,32373772,False,Phrynonax poecilonotus,PE,50767743.jpg,1286
122,32373772,False,Phrynonax poecilonotus,PE,50767757.jpg,1286
123,74146817,False,Lampropeltis abnorma,MX,121149243.jpg,859
124,19975784,True,Vipera berus,SK,30826958.jpg,1736
125,34399857,True,Vipera ursinii,FR,54135951.jpg,1749
126,34399857,True,Vipera ursinii,FR,54135982.jpg,1749
127,529804,False,Dolichophis jugularis,GR,3000909.jpg,564
128,2670790,False,Platyceps najadum,GR,3001185.jpg,1303
129,103088947,False,Lampropeltis abnorma,SV,172461958.jpg,859
130,56365997,False,Spilotes pullatus,CR,89818085.jpg,1545
131,56365997,False,Spilotes pullatus,CR,89818095.jpg,1545
132,2661167,True,Vipera ursinii,IT,2992205.jpg,1749
133,2661167,True,Vipera ursinii,IT,2992206.jpg,1749
134,42229413,False,Malayopython reticulatus,MY,67040367.jpeg,1004
135,905097,False,Leptodeira septentrionalis,CR,1153500.jpg,907
136,905097,False,Leptodeira septentrionalis,CR,1153717.jpg,907
137,905238,False,Mastigodryas melanolomus,CR,1153695.jpg,1025
138,34149073,False,Spilotes sulphureus,BR,53707015.jpeg,1546
139,103088946,False,Drymarchon melanurus,SV,172461940.jpg,571
140,76511657,False,Hypsiscopus plumbea,TW,125153428.jpeg,841
141,37575098,False,Masticophis mentovarius,BZ,59592712.jpeg,1016
142,70383415,False,Oxybelis aeneus,NI,114389161.jpeg,1205
143,70383415,False,Oxybelis aeneus,NI,114389203.jpeg,1205
144,70383415,False,Oxybelis aeneus,NI,114389177.jpeg,1205
145,70383425,False,Oxybelis aeneus,NI,114389335.jpeg,1205
146,70383425,False,Oxybelis aeneus,NI,114389347.jpeg,1205
147,70383425,False,Oxybelis aeneus,NI,114389371.jpeg,1205
148,72525482,False,Oxybelis aeneus,NI,118252424.jpeg,1205
149,2491017,False,Philothamnus hoplogaster,TZ,2794470.jpg,1274
150,2466134,True,Masticophis flagellum,US,2904708.jpg,1013
151,4489465,False,Eunectes murinus,PE,5422571.jpeg,694
152,4504628,False,Boa constrictor,PE,5447451.jpeg,166
153,20308804,False,Bothrops alternatus,UY,31356569.jpg,221
154,55616,False,Natrix tessellata,AM,86906.jpg,1138
155,1213409,False,Hemorrhois hippocrepis,MA,1531773.JPG,790
156,54848,True,Macrovipera lebetinus,AM,85874.jpg,998
157,34905084,False,Boa constrictor,GF,54995731.jpeg,166
158,34905085,False,Oxybelis fulgidus,GF,54995738.jpeg,1207
159,63310274,False,Elaphe dione,CN,101579892.jpeg,615
160,2899286,False,Masticophis mentovarius,MX,14386648.jpg,1016
161,2466144,False,Pantherophis bairdi,US,2904686.jpg,1233
162,11217833,False,Lichanura orcutti,US,15913231.jpg,928
163,54956,False,Hemorrhois nummifer,AM,86012.jpg,791
164,54911,False,Coronella austriaca,AM,85969.jpg,387
165,54908,False,Coronella austriaca,AM,85965.jpg,387
166,527129,False,Gloydius halys,KZ,670763.JPG,739
167,527143,False,Natrix natrix,KZ,670758.JPG,1137
168,527158,False,Vipera renardi,KZ,670744.JPG,1746
169,27510798,False,Chironius exoletus,CR,42823853.jpg,327
170,27510798,False,Chironius exoletus,CR,42811489.jpg,327
171,35074901,False,Micrurus nigrocinctus,HN,55286288.jpeg,1072
172,1395370,False,Natrix tessellata,RS,1725349.jpg,1138
173,36135905,False,Hypsiglena jani,US,57083713.jpg,833
174,37575742,False,Spilotes pullatus,BZ,59593847.jpeg,1545
175,71471083,False,Porthidium nasutum,HN,116349643.jpeg,1316
176,71471079,False,Bothriechis schlegelii,HN,116354852.jpeg,211
177,19316685,False,Crotalus pricei,unknown,29695745.jpg,425
178,37445179,False,Drymobius margaritiferus,BZ,59362109.jpeg,573
179,20948686,False,Philothamnus semivariegatus,ZM,32340047.jpg,1280
180,21819380,False,Gloydius brevicauda,KR,33801253.jpeg,737
181,21819380,False,Gloydius brevicauda,KR,33801258.jpeg,737
182,73311972,True,Vipera ursinii,FR,119669129.jpg,1749
183,64460530,False,Bothrops asper,BZ,103637197.jpg,223
184,64462565,False,Leptophis mexicanus,BZ,103640722.jpg,917
185,22551246,False,Hydrodynastes gigas,PY,34938747.jpg,810
186,64034513,False,Helicops angulatus,PE,102877038.jpg,773
187,109885,False,Boa imperator,GT,156950.jpg,167
188,57833632,False,Crotalus simus,SV,92279619.jpg,431
189,57833632,False,Crotalus simus,SV,92279627.jpg,431
190,69910961,False,Philothamnus semivariegatus,unknown,113551693.jpg,1280
191,50870870,False,Oxybelis aeneus,NI,80794271.jpeg,1205
192,10552061,False,Senticolis triaspis,CR,14695648.jpg,1498
193,50651524,False,Leptophis mexicanus,NI,80388343.jpeg,917
194,44602523,False,Crotalus simus,SV,70712588.jpeg,431
195,44602523,False,Crotalus simus,SV,70712614.jpeg,431
196,44602523,False,Crotalus simus,SV,70712578.jpeg,431
197,44602523,False,Crotalus simus,SV,70712626.jpeg,431
198,44602523,False,Crotalus simus,SV,70712639.jpeg,431
199,55345392,False,Anilius scytale,GF,88122710.jpeg,76
200,55345392,False,Anilius scytale,GF,88122971.jpeg,76
201,424273,False,Pseudonaja mengdeni,AU,534615.jpg,1393
202,44601340,False,Masticophis mentovarius,SV,70710886.jpeg,1016
203,44601340,False,Masticophis mentovarius,SV,70710907.jpeg,1016
204,31631932,False,Xenodon merremii,AR,49522347.jpeg,1762
205,31631932,False,Xenodon merremii,AR,49522349.jpeg,1762
206,4953036,False,Laticauda colubrina,TL,8155048.jpeg,887
207,4953036,False,Laticauda colubrina,TL,8155160.jpeg,887
208,274253,False,Rhabdophis subminiatus,HK,339164.jpg,1450
209,64458983,False,Boa imperator,BZ,103634901.jpg,167
210,68814720,False,Drymobius margaritiferus,CR,111520329.jpg,573
211,18487316,False,Malayopython reticulatus,TL,28272088.jpeg,1004
212,62435766,False,Hypsiglena chlorophaea,US,100032163.jpeg,832
213,2670695,False,Malpolon monspessulanus,IT,3001052.jpg,1008
214,19827348,False,Leptophis ahaetulla,CR,30563486.jpg,912
215,19827348,False,Leptophis ahaetulla,CR,30563487.jpg,912
216,31631908,False,Erythrolamprus semiaureus,AR,49522228.jpeg,679
217,70370972,False,Crotalus viridis,MX,114386183.jpeg,442
218,619026,False,Malpolon monspessulanus,MA,1530934.JPG,1008
219,619026,False,Malpolon monspessulanus,MA,1530935.JPG,1008
220,27280009,False,Chironius exoletus,EC,42426873.jpg,327
221,619107,False,Malpolon monspessulanus,MA,1530937.JPG,1008
222,37444966,False,Bothrops asper,BZ,59361783.jpeg,223
223,54544582,False,Boa constrictor,GF,86794978.jpeg,166
224,54544582,False,Boa constrictor,GF,86795305.jpeg,166
225,54544283,False,Epicrates cenchria,GF,86794748.jpeg,641
226,64811778,True,Vipera latastei,ES,104257688.jpg,1742
227,64811778,True,Vipera latastei,ES,104257825.jpg,1742
228,55622,False,Natrix natrix,AM,86912.jpg,1137
229,41099054,False,Natrix natrix,RS,65168507.jpg,1137
230,2466177,False,Heterodon kennerlyi,US,2904589.jpg,794
231,15884669,False,Drymobius margaritiferus,US,23755406.jpg,573
232,20948578,False,Tantilla melanocephala,EC,32339790.jpg,1590
233,71471068,False,Coniophanes fissidens,HN,116348662.jpeg,364
234,71471068,False,Coniophanes fissidens,HN,116348682.jpeg,364
235,71471072,False,Mastigodryas melanolomus,NI,116348958.jpeg,1025
236,71471073,False,Leptodeira rhombifera,NI,116348985.jpeg,905
237,27597270,False,Sistrurus catenatus,US,42955536.jpeg,1528
238,54954257,False,Pantherophis spiloides,CA,87471871.jpeg,1239
239,54954257,False,Pantherophis spiloides,CA,87471886.jpeg,1239
240,10656,False,Erythrolamprus aesculapii,BR,22174.jpg,657
241,10656,False,Erythrolamprus aesculapii,BR,35967.jpg,657
242,13257675,False,Indotyphlops braminus,TW,19401855.jpeg,849
243,41022803,False,Natrix natrix,RS,65051840.jpg,1137
244,71471082,False,Clelia clelia,HN,116349596.jpeg,349
245,55623,False,Natrix natrix,AM,86913.jpg,1137
246,43377808,False,Eunectes murinus,EC,68769925.jpeg,694
247,18855678,False,Crotalus lepidus,US,28887268.jpg,417
248,9089253,False,Crotalus lepidus,unknown,12276215.jpeg,417
249,9089253,False,Crotalus lepidus,unknown,12276250.jpeg,417
250,43015292,False,Leptophis mexicanus,BZ,68299651.jpg,917
251,43015292,False,Leptophis mexicanus,BZ,68299660.jpg,917
252,43015292,False,Leptophis mexicanus,BZ,68299677.jpg,917
253,58074840,False,Ninia sebae,NI,92607252.jpeg,1156
254,73581607,False,Charina bottae,CA,120147442.jpg,311
255,57833633,False,Crotalus simus,SV,92282498.jpeg,431
256,57833633,False,Crotalus simus,SV,92282132.jpeg,431
257,57833633,False,Crotalus simus,SV,92281106.jpeg,431
258,57833633,False,Crotalus simus,SV,92280460.jpeg,431
259,70383357,False,Drymarchon melanurus,NI,114388634.jpeg,571
260,70383357,False,Drymarchon melanurus,NI,114388655.jpeg,571
261,43377816,False,Lachesis muta,EC,68769971.jpeg,857
262,58018033,False,Micrurus nigrocinctus,NI,92583494.jpeg,1072
263,64463071,False,Leptodeira polysticta,BZ,103641651.jpeg,903
264,57981067,False,Lampropeltis abnorma,NI,92524176.jpeg,859
265,57981079,False,Ninia sebae,NI,92524345.jpeg,1156
266,38885516,False,Oxyrhopus rhombifer,BO,61831782.jpeg,1226
267,38885516,False,Oxyrhopus rhombifer,BO,61831788.jpeg,1226
268,38885516,False,Oxyrhopus rhombifer,BO,61831794.jpeg,1226
269,1226509,False,Natrix maura,MA,1547250.jpg,1136
270,18402725,False,Dendrelaphis pictus,KH,28128232.jpg,499
271,18402725,False,Dendrelaphis pictus,KH,28128265.jpg,499
272,18443356,False,Cylindrophis jodiae,KH,28196368.jpg,457
273,18443357,True,Fowlea piscator,KH,28196373.jpg,711
274,18443358,True,Fowlea piscator,KH,28196375.jpg,711
275,64458816,False,Imantodes cenchoa,BZ,103634562.jpeg,842
276,13151037,True,Nerodia sipedon,CA,19183912.jpeg,1148
277,71516128,False,Rhadinaea decorata,CR,116447477.jpeg,1457
278,71516128,False,Rhadinaea decorata,CR,116447465.jpeg,1457
279,4956391,False,Malayopython reticulatus,TL,6045696.jpeg,1004
280,20948018,False,Chironius exoletus,EC,32338674.jpg,327
281,68751098,False,Leptodeira annulata,MX,111402954.jpeg,896
282,68751098,False,Leptodeira annulata,MX,111403078.jpeg,896
283,68751147,False,Oxybelis aeneus,MX,111403110.jpeg,1205
284,68751147,False,Oxybelis aeneus,MX,111403161.jpeg,1205
285,89956363,False,Drymarchon melanurus,MX,148603449.jpg,571
286,57912004,False,Spilotes pullatus,NI,92412788.jpeg,1545
287,57917539,False,Spilotes pullatus,NI,92419586.jpeg,1545
288,57917539,False,Spilotes pullatus,NI,92419572.jpeg,1545
289,57917539,False,Spilotes pullatus,NI,92419610.jpeg,1545
290,57917539,False,Spilotes pullatus,NI,92419625.jpeg,1545
291,8558781,False,Bitis arietans,ZM,11438593.jpg,154
292,44238869,False,Boa imperator,NI,70114564.jpeg,167
293,7326696,False,Nerodia erythrogaster,MX,9490637.jpeg,1142
294,57908253,False,Lampropeltis abnorma,NI,92407759.jpeg,859
295,57908253,False,Lampropeltis abnorma,NI,92407763.jpeg,859
296,49007817,False,Imantodes cenchoa,NI,77762825.jpeg,842
297,49325630,False,Oxybelis aeneus,CR,78298829.jpeg,1205
298,6960019,False,Phrynonax poecilonotus,MX,8899941.jpeg,1286
299,6960019,False,Phrynonax poecilonotus,MX,8899943.jpeg,1286
300,6960019,False,Phrynonax poecilonotus,MX,8899944.jpeg,1286
301,6960019,False,Phrynonax poecilonotus,MX,8899945.jpeg,1286
302,6960019,False,Phrynonax poecilonotus,MX,8899946.jpeg,1286
303,6960019,False,Phrynonax poecilonotus,MX,8899947.jpeg,1286
304,6960019,False,Phrynonax poecilonotus,MX,8899949.jpeg,1286
305,6960019,False,Phrynonax poecilonotus,MX,8899952.jpeg,1286
306,77708078,False,Oxybelis aeneus,PA,127106326.jpg,1205
307,278835,False,Oxybelis fulgidus,CR,344995.jpg,1207
308,20870554,False,Spilotes sulphureus,EC,32200669.jpg,1546
309,42276942,False,Erythrolamprus reginae,EC,67117353.jpeg,677
310,42285248,False,Corallus hortulana,EC,67132157.jpeg,385
311,42286388,False,Dipsas catesbyi,EC,67133070.jpeg,540
312,42286389,False,Helicops angulatus,EC,67133181.jpeg,773
313,42286393,False,Imantodes cenchoa,EC,67133277.jpeg,842
314,42286394,False,Leptodeira annulata,EC,67133331.jpeg,896
315,42286399,False,Oxyrhopus melanogenys,EC,67133698.jpeg,1223
316,42286405,False,Siphlophis compressus,EC,67133763.jpeg,1524
317,42289212,False,Chironius fuscus,CO,67138231.jpeg,331
318,42289216,False,Dipsas catesbyi,CO,67138461.jpeg,540
319,42294970,False,Oxyrhopus petolarius,EC,67148384.jpeg,1225
320,42294972,False,Xenodon rabdocephalus,EC,67148434.jpeg,1765
321,55104,False,Hemorrhois nummifer,AM,86161.jpg,791
322,398367,True,Rhabdophis tigrinus,KR,498533.jpg,1452
323,37762353,False,Spilotes pullatus,BZ,59929419.jpg,1545
324,37762353,False,Spilotes pullatus,BZ,59929430.jpg,1545
325,4897338,False,Hydrophis platurus,NI,5957766.jpg,822
326,42371883,False,Siphlophis compressus,CO,67273854.jpeg,1524
327,42371896,False,Dipsas catesbyi,CO,67274313.jpeg,540
328,32600921,False,Natrix tessellata,RS,51146406.jpg,1138
329,42255878,False,Micrurus lemniscatus,EC,67083912.jpeg,1066
330,83866825,False,Thamnophis marcianus,MX,137775129.jpg,1632
331,97130828,True,Vipera berus,UA,161473794.jpeg,1736
332,41888322,False,Boaedon capensis,ZW,66471627.jpg,171
333,75397493,False,Crotalus scutulatus,US,123346469.jpg,430
334,55617,False,Natrix tessellata,AM,86907.jpg,1138
335,32601534,False,Zamenis longissimus,RO,51147296.jpg,1780
336,32249934,False,Python bivittatus,TH,50565612.jpg,1418
337,75703063,False,Oxybelis aeneus,BZ,123881521.jpg,1205
338,2399335,False,Elaphe dione,KR,2674325.jpg,615
339,2399335,False,Elaphe dione,KR,2674326.jpg,615
340,2399335,False,Elaphe dione,KR,2674327.jpg,615
341,2399335,False,Elaphe dione,KR,2674328.jpg,615
342,2399335,False,Elaphe dione,KR,2674329.jpg,615
343,2399335,False,Elaphe dione,KR,2674330.jpg,615
344,27625814,False,Natrix tessellata,HU,43003972.jpg,1138
345,27625814,False,Natrix tessellata,HU,43003946.jpg,1138
346,27625814,False,Natrix tessellata,HU,43003955.jpg,1138
347,27625814,False,Natrix tessellata,HU,43003960.jpg,1138
348,50661686,False,Leptodeira nigrofasciata,NI,80442474.jpeg,901
349,87899902,False,Crotalus viridis,CA,144970206.jpeg,442
350,19465840,False,Zamenis longissimus,GB,29949268.jpg,1780
351,40879022,False,Natrix maura,DZ,64810139.jpg,1136
352,1395371,False,Zamenis longissimus,RS,1725584.jpg,1780
353,1395371,False,Zamenis longissimus,RS,1725350.jpg,1780
354,1395371,False,Zamenis longissimus,RS,1725582.jpg,1780
355,1395371,False,Zamenis longissimus,RS,1725581.jpg,1780
356,51414294,False,Boa imperator,EC,81684724.jpeg,167
357,51414294,False,Boa imperator,EC,81684887.jpeg,167
358,24944864,False,Elaphe quatuorlineata,IT,38589762.jpeg,619
359,19467097,False,Natrix natrix,HR,29949819.jpg,1137
360,2586244,False,Natrix tessellata,GR,2889005.jpg,1138
361,97693,False,Dendrelaphis pictus,LA,141852.jpg,499
362,37445004,False,Coniophanes imperialis,BZ,59361855.jpg,365
363,92354,False,Ahaetulla prasina,LA,134562.jpg,47
364,50671737,True,Vipera berus,EE,80473058.jpeg,1736
365,20490943,False,Porthidium nasutum,CR,31624136.jpg,1316
366,57902,False,Laticauda colubrina,MY,90228.jpg,887
367,468514,False,Oxybelis aeneus,MX,591104.jpg,1205
368,41377109,False,Lampropeltis californiae,MX,65630045.jpg,862
369,13432755,False,Pantherophis spiloides,US,19711546.jpg,1239
370,13432755,False,Pantherophis spiloides,US,19711550.jpg,1239
371,59610893,False,Eunectes murinus,EC,95257334.jpeg,694
372,102823201,False,Bothrops asper,MX,171964243.jpg,223
373,50244667,False,Natrix natrix,ME,79788214.jpg,1137
374,19677587,False,Crotalus lepidus,unknown,30307592.jpg,417
375,20795255,False,Crotalus willardi,US,32072244.jpeg,443
376,20795255,False,Crotalus willardi,US,32072052.jpg,443
377,51775249,False,Boaedon capensis,ZW,82282629.jpg,171
378,47526906,False,Natrix tessellata,ME,75376418.jpg,1138
379,51766920,False,Boiga irregularis,PG,82240251.jpg,189
380,51766920,False,Boiga irregularis,PG,82240241.jpg,189
381,21089881,False,Oxybelis aeneus,GY,32590874.jpg,1205
382,102727053,True,Crotalus pyrrhus,MX,171784714.jpg,427
383,11444574,False,Eunectes murinus,PE,16325971.jpg,694
384,11444574,False,Eunectes murinus,PE,16325975.jpg,694
385,11444574,False,Eunectes murinus,PE,16325977.jpg,694
386,11444574,False,Eunectes murinus,PE,16325979.jpg,694
387,41604198,False,Bitis arietans,unknown,66000095.jpg,154
388,41604198,False,Bitis arietans,unknown,66000306.jpg,154
389,832235,False,Bothrops asper,MX,1052240.jpg,223
390,102301895,False,Malayopython reticulatus,MY,170979087.jpg,1004
391,100886650,False,Leptophis ahaetulla,CR,168430199.jpeg,912
392,100886650,False,Leptophis ahaetulla,CR,168430214.jpeg,912
393,102253765,False,Boa imperator,NI,170889736.jpeg,167
394,36037,True,Mimophis mahfalensis,MG,60935.jpg,1084
395,38335,True,Mimophis mahfalensis,MG,63936.jpg,1084
396,71536514,False,Salvadora deserticola,US,116484868.jpeg,1485
397,9612797,False,Leptodeira annulata,BR,13117700.jpg,896
398,9612797,False,Leptodeira annulata,BR,13117676.jpg,896
399,35483268,False,Laticauda colubrina,MY,55953960.jpeg,887
400,35483289,False,Laticauda colubrina,MY,55954073.jpeg,887
401,101742384,False,Bothrops asper,MX,169947869.jpeg,223
402,101742384,False,Bothrops asper,MX,169947863.jpeg,223
403,8673230,False,Erythrolamprus reginae,EC,11619823.jpg,677
404,8673230,False,Erythrolamprus reginae,EC,11619824.jpg,677
405,1785142,True,Cubophis cantherigerus,CU,2160861.jpg,452
406,81588949,False,Corallus ruschenbergerii,TT,133832301.jpg,386
407,119260,True,Mimophis mahfalensis,MG,170195.JPG,1084
408,91925595,False,Coniophanes fissidens,CR,152129354.jpeg,364
409,91925595,False,Coniophanes fissidens,CR,152129378.jpeg,364
410,91925595,False,Coniophanes fissidens,CR,152129394.jpeg,364
411,91925595,False,Coniophanes fissidens,CR,152129414.jpeg,364
412,91925595,False,Coniophanes fissidens,CR,152129424.jpeg,364
413,31530373,False,Leptophis ahaetulla,CR,49356082.jpeg,912
414,31531098,False,Porthidium nasutum,CR,49357216.jpeg,1316
415,58236402,False,Bitis arietans,TZ,92950115.jpeg,154
416,53002686,False,Ninia sebae,NI,84282798.jpg,1156
417,53003925,False,Oxyrhopus petolarius,NI,84285891.jpg,1225
418,99460333,True,Micrurus distans,MX,165802617.jpeg,1054
419,99460333,True,Micrurus distans,MX,165802651.jpeg,1054
420,72382092,False,Spilotes pullatus,NI,117999073.jpeg,1545
421,81626554,False,Dendrelaphis pictus,MY,133892675.jpg,499
422,15613890,False,Rhadinaea decorata,PA,23339165.jpeg,1457
423,15614340,False,Spilotes pullatus,PA,23339941.jpeg,1545
424,40853923,False,Lachesis muta,GF,64767469.jpeg,857
425,62727293,False,Hemorrhois hippocrepis,GI,100551313.jpg,790
426,93449611,True,Oreocryptophis porphyraceus,TH,154865964.jpg,1198
427,68627866,False,Oxybelis aeneus,CR,111173580.jpeg,1205
428,68627866,False,Oxybelis aeneus,CR,111173603.jpeg,1205
429,68627867,False,Oxybelis fulgidus,CR,111173581.jpeg,1207
430,68627867,False,Oxybelis fulgidus,CR,111173607.jpeg,1207
431,68627877,False,Bothriechis schlegelii,CR,111173595.jpeg,211
432,34308962,False,Crotalus durissus,BR,53978353.jpeg,412
433,68792554,False,Trimorphodon quadruplex,CR,111478080.jpeg,1700
434,68792555,False,Enulius flavitorques,CR,111478089.jpeg,638
435,68792556,False,Epicrates maurus,CR,111478095.jpeg,643
